        3800 ,  0.472599715     ,  0.138268173     ,   4.38596234E-02 ,  0.101105057    
        3900 ,  0.307653397     ,   9.13648754E-02 ,   6.86942413E-02 ,  0.133928210    
        4000 ,  0.402782947     ,  0.117660500     ,   6.41506314E-02 ,   9.37095061E-02
        4100 ,  0.291519672     ,   8.59236121E-02 ,   5.91241568E-02 ,  0.122573152    
        4200 ,  0.369672298     ,  0.107307322     ,   5.12514152E-02 ,   8.92424658E-02
        4300 ,  0.301670164     ,   8.75990912E-02 ,   4.20083888E-02 ,  0.109565362    
        4400 ,  0.338196069     ,   9.75492299E-02 ,   4.46274020E-02 ,   8.66004005E-02
        4500 ,  0.282472998     ,   8.19652528E-02 ,   4.31013331E-02 ,   9.67964083E-02
        4600 ,  0.284561962     ,   8.27148855E-02 ,   4.58068214E-02 ,   8.15493017E-02
        4700 ,  0.253597915     ,   7.43851140E-02 ,   3.92694883E-02 ,   8.48500133E-02
        4800 ,  0.246013731     ,   7.22440705E-02 ,   4.18379419E-02 ,   7.47471079E-02
        4900 ,  0.241085961     ,   7.08665252E-02 ,   3.07805147E-02 ,   7.29887187E-02
        5000 ,  0.227790609     ,   6.73706010E-02 ,   3.04808207E-02 ,   6.65589273E-02
        5100 ,  0.216513261     ,   6.39868602E-02 ,   2.60280464E-02 ,   6.50154501E-02
        5200 ,  0.206937775     ,   6.12457171E-02 ,   2.97774393E-02 ,   5.67828529E-02
        5300 ,  0.189370066     ,   5.63502647E-02 ,   1.82931330E-02 ,   6.02350608E-02
        5400 ,  0.187433988     ,   5.56437075E-02 ,   3.14764008E-02 ,   4.73652892E-02
        5500 ,  0.145796135     ,   4.35720608E-02 ,   3.09355818E-02 ,   5.61456084E-02
        5600 ,  0.176823527     ,   5.21915928E-02 ,   3.02723795E-02 ,   3.91886421E-02
        5700 ,  0.130107656     ,   3.91499959E-02 ,   2.14913450E-02 ,   5.35039678E-02
        5800 ,  0.172400787     ,   5.05908392E-02 ,   2.13612206E-02 ,   3.33092585E-02
        5900 ,  0.119372264     ,   3.56738046E-02 ,   1.56872664E-02 ,   4.94925939E-02
        6000 ,  0.157407641     ,   4.61249650E-02 ,   1.98744386E-02 ,   2.94440780E-02
        6100 ,  0.100713357     ,   3.02376132E-02 ,   2.03166008E-02 ,   4.48026583E-02
        6200 ,  0.133525535     ,   3.92703637E-02 ,   2.19035819E-02 ,   2.74996851E-02
        6300 ,   9.18822363E-02 ,   2.80148610E-02 ,   1.52891083E-02 ,   3.94688472E-02
        6400 ,  0.119010933     ,   3.53122167E-02 ,   1.48975616E-02 ,   2.68774163E-02
        6500 ,   9.46588740E-02 ,   2.84981392E-02 ,   1.06937289E-02 ,   3.36271748E-02
        6600 ,  0.105392858     ,   3.13611142E-02 ,   1.15938401E-02 ,   2.62460094E-02
        6700 ,   9.20972452E-02 ,   2.75569838E-02 ,   1.04610259E-02 ,   2.82086823E-02
        6800 ,   8.86039957E-02 ,   2.65407264E-02 ,   1.13729686E-02 ,   2.54478157E-02
        6900 ,   8.53634998E-02 ,   2.56225765E-02 ,   1.03652924E-02 ,   2.36180183E-02
        7000 ,   7.02696890E-02 ,   2.13353708E-02 ,   1.33467140E-02 ,   2.45803669E-02
        7100 ,   7.70067498E-02 ,   2.29182728E-02 ,   1.38806393E-02 ,   1.97499227E-02
        7200 ,   6.39092699E-02 ,   1.91529095E-02 ,   1.16788819E-02 ,   2.30819620E-02
        7300 ,   7.64323249E-02 ,   2.25250125E-02 ,   1.02760252E-02 ,   1.71689466E-02
        7400 ,   6.16026334E-02 ,   1.82776786E-02 ,   7.83869810E-03 ,   2.15842780E-02
        7500 ,   6.94276318E-02 ,   2.04647016E-02 ,   9.25853569E-03 ,   1.54224699E-02
        7600 ,   5.30396178E-02 ,   1.59077067E-02 ,   7.63166184E-03 ,   1.97212901E-02
        7700 ,   5.92657812E-02 ,   1.75375547E-02 ,   1.10233696E-02 ,   1.40120694E-02
        7800 ,   4.54874262E-02 ,   1.36542460E-02 ,   8.91245157E-03 ,   1.77625660E-02
        7900 ,   5.40627949E-02 ,   1.60577428E-02 ,   8.41400493E-03 ,   1.29287997E-02
        8000 ,   4.56557833E-02 ,   1.36921573E-02 ,   3.46609671E-03 ,   1.61030274E-02
        8100 ,   5.05446792E-02 ,   1.49870450E-02 ,   6.34193374E-03 ,   1.19710397E-02
        8200 ,   4.24026661E-02 ,   1.26651153E-02 ,   3.23304348E-03 ,   1.44966105E-02
        8300 ,   4.55695316E-02 ,   1.35141248E-02 ,   5.96408732E-03 ,   1.11605776E-02
        8400 ,   3.76693420E-02 ,   1.12588303E-02 ,   4.67686122E-03 ,   1.30411601E-02
        8500 ,   3.90039571E-02 ,   1.15945088E-02 ,   6.81617111E-03 ,   1.03130676E-02
        8600 ,   3.24935876E-02 ,   9.74196568E-03 ,   5.51388739E-03 ,   1.19091459E-02
        8700 ,   3.58039513E-02 ,   1.05812354E-02 ,   6.03009854E-03 ,   9.70631000E-03
        8800 ,   3.20327468E-02 ,   9.41628404E-03 ,   4.69092792E-03 ,   1.06675420E-02
        8900 ,   3.46411839E-02 ,   1.00896750E-02 ,   4.61268425E-03 ,   9.07536875E-03
        9000 ,   3.10841575E-02 ,   9.05715302E-03 ,   4.09767777E-03 ,   9.55832656E-03
        9100 ,   3.01933009E-02 ,   8.82051978E-03 ,   4.65827435E-03 ,   8.57815240E-03
        9200 ,   2.66762152E-02 ,   7.86408503E-03 ,   4.56811534E-03 ,   8.47405382E-03
        9300 ,   2.51049865E-02 ,   7.43467268E-03 ,   4.47092252E-03 ,   8.11451115E-03
        9400 ,   2.45200284E-02 ,   7.24266097E-03 ,   4.36506141E-03 ,   7.35648070E-03
        9500 ,   2.34100372E-02 ,   6.91818167E-03 ,   3.11133522E-03 ,   7.56949559E-03
        9600 ,   2.48130187E-02 ,   7.30748661E-03 ,   2.73181172E-03 ,   6.35294290E-03
        9700 ,   2.13212967E-02 ,   6.31810073E-03 ,   2.08156253E-03 ,   7.12901587E-03
        9800 ,   2.27363631E-02 ,   6.71026111E-03 ,   2.91092810E-03 ,   5.40791871E-03
        9900 ,   1.79587472E-02 ,   5.39430697E-03 ,   1.98961585E-03 ,   6.70217676E-03
       10000 ,   2.04494037E-02 ,   6.05863193E-03 ,   3.21277464E-03 ,   4.61758254E-03
